Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [MCC],Price [MCC],In stock [MCC],Low stock [MCC],Available for sale [MOE],Price [MOE],In stock [MOE],Low stock [MOE],Available for sale [WareHouse],Price [WareHouse],In stock [WareHouse],Low stock [WareHouse],"Tax - ""VAT"" (5%)"
bangle-2603150311,2603150311,Bangle 2603150311,Bangle,SS 18kGP Zircon,N,,,,,,,190.00,143.00,2026031503110,,,Y,Y,190.00,1.000,1.000,Y,190.00,0.000,1.000,Y,190.00,0.000,,Y
bangle-2603150312,2603150312,Bangle 2603150312,Bangle,<p>SS 18kGP</p>,N,,,,,,,170.00,127.50,2026031503127,,,Y,N,170.00,0.000,,Y,170.00,4.000,1.000,Y,170.00,0.000,,Y
bangle-2603150313,2603150313,Bangle 2603150313,Bangle,SS 18kGP,N,,,,,,,180.00,135.00,2026031503134,,,Y,Y,180.00,2.000,1.000,Y,180.00,4.000,1.000,Y,180.00,0.000,,Y
bangle-2603150314,2603150314,Bangle 2603150314,Bangle,Zircon 18KGP,N,,,,,,,230.00,172.50,2026031503141,,,Y,Y,230.00,4.000,1.000,Y,230.00,0.000,1.000,Y,230.00,0.000,,Y
bangle-2604150311,2604150311,Bangle 2604150311,Bangle,SS 18kGP,N,,,,,,,160.00,120.00,2026041503117,,,Y,N,160.00,0.000,1.000,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
bangle-2604150312,2604150312,Bangle 2604150312,Bangle,SS 18kGP,N,,,,,,,180.00,135.00,2026041503124,,,Y,N,180.00,0.000,1.000,Y,180.00,2.000,1.000,Y,180.00,0.000,,Y
bangle-2604150313,2604150313,Bangle 2604150313,Bangle,SS 18kGP Zircon,N,,,,,,,180.00,135.00,2026041503131,,,Y,Y,180.00,4.000,1.000,Y,180.00,4.000,1.000,Y,180.00,0.000,,Y
bangle-2604150314,2604150314,Bangle 2604150314,Bangle,SS 18kGP Zircon,N,,,,,,,180.00,135.00,2026041503148,,,Y,Y,180.00,5.000,1.000,Y,180.00,6.000,1.000,Y,180.00,0.000,,Y
bangle-2604150315,2604150315,Bangle 2604150315,Bangle,SS 18kGP Zircon,N,,,,,,,190.00,142.50,2026041503155,,,Y,Y,190.00,6.000,1.000,Y,190.00,4.000,1.000,Y,190.00,0.000,,Y
bangle-2605150311,2605150311,Bangle 2605150311,Bangle,Zircon 18kGP,N,,,,,,,180.00,135.00,2026051503114,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
bangle-2605160311,2605160311,Bangle 2605160311,Bangle,Brass 18kGP Zircon,N,,,,,,,160.00,120.00,2026051603111,,,Y,Y,160.00,2.000,1.000,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
bangle-2605160312,2605160312,Bangle 2605160312,Bangle,Brass 18kGP Zircon,N,,,,,,,160.00,120.00,2026051603128,,,Y,Y,160.00,3.000,1.000,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
bangle-2605160313,2605160313,Bangle 2605160313,Bangle,Brass 18kGP Zircon,N,,,,,,,160.00,120.00,2026051603135,,,Y,Y,160.00,3.000,1.000,Y,160.00,3.000,1.000,Y,160.00,0.000,,Y
bangle-2605160314,2605160314,Bangle 2605160314,Bangle,SS 18kGP,N,,,,,,,160.00,120.00,2026051603142,,,Y,Y,160.00,1.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
bangle-2605160315,2605160315,Bangle 2605160315,Bangle,SS 18kGP,N,,,,,,,180.00,135.00,2026051603159,,,Y,Y,180.00,3.000,1.000,Y,180.00,1.000,1.000,Y,180.00,0.000,,Y
bangle-2605170311,2605170311,Bangle 2605170311,Bangle,SS 18kGP,N,,,,,,,190.00,142.50,2026051703118,,,Y,Y,190.00,3.000,1.000,Y,190.00,0.000,1.000,Y,190.00,0.000,,Y
bangle-2605170312,2605170312,Bangle 2605170312,Bangle,SS 18kGP Zircon,N,,,,,,,190.00,142.50,2026051703125,,,Y,Y,190.00,3.000,1.000,Y,190.00,2.000,1.000,Y,190.00,0.000,,Y
bangle-2606150311,2606150311,Bangle 2606150311,New 2606,<p>SS 18kGP</p>,N,,,,,,,180.00,135.00,2026061503111,,,Y,Y,180.00,5.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
bangle-2606150312,2606150312,Bangle 2606150312,New 2606,<p>SS 18kGP</p>,N,,,,,,,180.00,135.00,2026061503128,,,Y,Y,180.00,8.000,1.000,Y,180.00,0.000,,Y,180.00,0.000,,Y
bangle-2606150313,2606150313,Bangle 2606150313,Bangle,SS 18kGP,N,,,,,,,180.00,135.00,2026061503135,,,Y,Y,180.00,4.000,1.000,Y,180.00,2.000,1.000,Y,180.00,0.000,,Y
bangle-2606150314,2606150314,Bangle 2606150314,Bangle,SS 18kGP Zircon,N,,,,,,,270.00,202.50,2026061503142,,,Y,Y,270.00,3.000,1.000,Y,270.00,1.000,1.000,Y,270.00,0.000,,Y
bangle-2607150311,2607150311,Bangle 2607150311,New,SS 18kGP,N,,,,,,,170.00,127.50,2026071503118,,,Y,Y,170.00,3.000,1.000,Y,170.00,1.000,1.000,Y,170.00,0.000,,Y
bangle-2607150312,2607150312,Bangle 2607150312,New,SS 18kGP,N,,,,,,,170.00,127.50,2026071503125,,,Y,Y,170.00,3.000,1.000,Y,170.00,0.000,1.000,Y,170.00,0.000,,Y
bangle-2607150313,2607150313,Bangle 2607150313,New,SS 18kGP,N,,,,,,,200.00,150.00,2026071503132,,,Y,Y,200.00,2.000,1.000,Y,200.00,2.000,1.000,Y,200.00,0.000,,Y
bangle-2607150314,2607150314,Bangle 2607150314,New,SS 18kGP,N,,,,,,,200.00,150.00,2026071503149,,,Y,Y,200.00,2.000,1.000,Y,200.00,2.000,1.000,Y,200.00,0.000,,Y
bangle-2607150315,2607150315,Bangle 2607150315,New,SS 18kGP,N,,,,,,,200.00,150.00,2026071503156,,,Y,Y,200.00,2.000,1.000,Y,200.00,1.000,1.000,Y,200.00,0.000,,Y
bangle-2607160311,2607160311,Bangle 2607160311,New,SS 18kGP Zircon,N,,,,,,,170.00,127.50,2026071603115,,,Y,Y,170.00,3.000,1.000,Y,170.00,3.000,1.000,Y,170.00,0.000,,Y
bangle-2607160312,2607160312,Bangle 2607160312,New,SS 18kGP Zircon,N,,,,,,,170.00,127.50,2026071603122,,,Y,Y,170.00,3.000,1.000,Y,170.00,3.000,1.000,Y,170.00,0.000,,Y
bangle-2607160313,2607160313,Bangle 2607160313,New,SS 18kGP Zircon,N,,,,,,,180.00,135.00,2026071603139,,,Y,Y,180.00,4.000,1.000,Y,180.00,4.000,1.000,Y,180.00,0.000,,Y
12050207-bangle-set,12050207,Bangle set 12050207,3 Bracelet Bangle,<p>Zircon 18kGP</p>,Y,,,,,,,280.00,210.00,2024120502075,,,Y,Y,280.00,2.000,1.000,N,280.00,0.000,,Y,280.00,0.000,,Y
12050211-bangle-set,12050211,Bangle set 12050211,3 Bracelet Bangle,<p>Zircon 18kGP</p>,Y,,,,,,,300.00,225.00,2024120502112,,,Y,Y,300.00,0.000,1.000,N,300.00,0.000,,Y,300.00,0.000,,Y
bangle-set-2503050308,2503050308,Bangle Set 2503050308,3 Bracelet Bangle,<p>Zircon 18KGP</p>,N,,,,,,,350.00,262.50,2025030503084,,,Y,Y,350.00,2.000,1.000,N,350.00,0.000,,Y,350.00,0.000,,Y
bangle-set-2504050316,2504050316,Bangle set 2504050316,[1] 2603 품절,<p>Zircon 18KGP</p>,Y,,,,,,,290.00,217.50,2025040503166,,,Y,Y,290.00,0.000,1.000,N,290.00,0.000,,Y,290.00,0.000,,Y
bangle-set-2508060312,2508060312,Bangle Set 2508060312,[1] 2603 품절,<p>Copper 18KGP Zircon</p>,N,,,,,,,330.00,247.50,2025080603123,,,Y,Y,330.00,0.000,1.000,N,330.00,0.000,,Y,330.00,0.000,,Y
bangle-set-2509070311,2509070311,Bangle Set 2509070311,3 Bracelet Bangle,<p>Copper 18kGP Zircon</p>,N,,,,,,,300.00,225.00,2025090703110,,,Y,Y,300.00,0.000,1.000,N,300.00,0.000,,Y,300.00,0.000,,Y
bangle-set-2509070312,2509070312,Bangle Set 2509070312,[1] 2603 품절,<p>Copper 18kGP Zircon</p>,Y,,,,,,,330.00,247.50,2025090703127,,,Y,Y,330.00,0.000,1.000,N,330.00,0.000,,Y,330.00,0.000,,Y
bangle-set-2510060312,2510060312,Bangle Set 2510060312,3 Bracelet Bangle,<p>Copper 18KGP Shell &amp; Zircon</p>,N,,,,,,,310.00,232.50,2025100603126,,,Y,Y,310.00,2.000,1.000,N,310.00,0.000,,Y,310.00,0.000,,Y
bangle-set-2510060313,2510060313,Bangle Set 2510060313,[1] 2603 품절,<p>Copper 18KGP Shell &amp; Zircon</p>,N,,,,,,,310.00,232.50,2025100603133,,,Y,Y,310.00,0.000,1.000,N,310.00,0.000,,Y,310.00,0.000,,Y
bangle-set-2510060314,2510060314,Bangle Set 2510060314,3 Bracelet Bangle,<p>Copper 18KGP Shell &amp; Zircon</p>,N,,,,,,,330.00,247.50,2025100603140,,,Y,Y,330.00,1.000,1.000,N,330.00,0.000,,Y,330.00,0.000,,Y
bangle-set-2510060315,2510060315,Bangle Set 2510060315,3 Bracelet Bangle,<p>Copper 18KGP Zircon</p>,N,,,,,,,280.00,210.00,2025100603157,,,Y,Y,280.00,0.000,1.000,N,280.00,0.000,,Y,280.00,0.000,,Y
bangle-set-2510070314,2510070314,Bangle Set 2510070314,3 Bracelet Bangle,<p>Copper 18KGP Zircon</p>,N,,,,,,,350.00,262.50,2025100703147,,,Y,Y,350.00,0.000,1.000,N,350.00,0.000,,Y,350.00,0.000,,Y
bangle-set-2512050314,2512050314,Bangle set 2512050314,[1] 2603 품절,<p>Copper 18kGP Shell &amp; Zircon</p>,N,,,,,,,290.00,217.50,2025120503147,,,Y,Y,290.00,0.000,1.000,N,290.00,0.000,,Y,290.00,0.000,,Y
bangle-set-2512050315,2512050315,Bangle set 2512050315,3 Bracelet Bangle,<p>Copper 18kGP Shell &amp; Zircon</p>,N,,,,,,,330.00,247.50,2025120503154,,,Y,Y,330.00,1.000,1.000,N,330.00,0.000,,Y,330.00,0.000,,Y
bangle-set-2602180311,2602180311,Bangle set 2602180311,Bangle,<p>Copper 18kGP Shell &amp; Zircon</p>,Y,,,,,,,300.00,225.00,2026021803114,,,Y,N,300.00,0.000,,Y,300.00,0.000,1.000,N,300.00,0.000,,Y
bangle-set-2602180312,2602180312,Bangle set 2602180312,Bangle,<p>Copper 18kGP Shell &amp; Zircon</p>,Y,,,,,,,340.00,255.00,2026021803121,,,Y,N,340.00,0.000,,Y,340.00,1.000,1.000,N,340.00,0.000,,Y
bangle-set-2602180313,2602180313,Bangle set 2602180313,Bangle,<p>Copper 18kGP Shell &amp; Zircon</p>,Y,,,,,,,340.00,255.00,2026021803138,,,Y,Y,340.00,-1.000,1.000,Y,340.00,0.000,1.000,N,340.00,0.000,,Y
bangle-set-2602180314,2602180314,Bangle set 2602180314,Bangle,Copper 18KGP Zircon,Y,,,,,,,330.00,247.50,2026021803145,,,Y,Y,330.00,1.000,1.000,Y,330.00,0.000,1.000,Y,330.00,0.000,,Y
bangle-set-2602180315,2602180315,Bangle set 2602180315,Bangle,<p>Copper 18KGP Zircon</p>,Y,,,,,,,340.00,255.00,2026021803152,,,Y,N,340.00,0.000,,Y,340.00,1.000,1.000,N,340.00,0.000,,Y
bangle-set-2602190315,2602190315,Bangle set 2602190315,[1] 2603 품절,<p>Copper 18kGP Shell &amp; Zircon</p>,N,,,,,,,290.00,217.50,2026021903159,,,Y,Y,290.00,0.000,1.000,Y,290.00,0.000,1.000,Y,290.00,0.000,,Y
bangle-set-2602200311,2602200311,Bangle set 2602200311,Bangle,<p>Copper 18kGP Shell &amp; Zircon</p>,N,,,,,,,290.00,217.50,2026022003117,,,Y,Y,290.00,1.000,1.000,Y,290.00,2.000,1.000,Y,290.00,0.000,,Y
bangle-set-2602200312,2602200312,Bangle set 2602200312,Bangle,<p>Copper 18kGP Shell &amp; Zircon</p>,N,,,,,,,340.00,255.00,2026022003124,,,Y,Y,340.00,2.000,1.000,N,340.00,0.000,,Y,340.00,0.000,,Y
bangle-set-2602200313,2602200313,Bangle set 2602200313,[1] 2603 품절,<p>Copper 18kGP Shell &amp; Zircon</p>,N,,,,,,,360.00,270.00,2026022003131,,,Y,Y,360.00,0.000,1.000,N,360.00,0.000,,Y,360.00,0.000,,Y
bangle-set-2602200314,2602200314,Bangle set 2602200314,[1] 2603 품절,<p>Copper 18kGP Zircon</p>,N,,,,,,,320.00,240.00,2026022003148,,,Y,Y,320.00,0.000,1.000,N,320.00,0.000,,Y,320.00,0.000,,Y
bangle-set-2602200315,2602200315,Bangle set 2602200315,Bangle,<p>Copper 18kGP Zircon</p>,N,,,,,,,340.00,255.00,2026022003155,,,Y,Y,340.00,0.000,1.000,N,340.00,0.000,,Y,340.00,0.000,,Y
bangle-set-2602210311,2602210311,Bangle set 2602210311,Bangle,<p>Copper 18kGP Zircon</p>,N,,,,,,,350.00,262.50,2026022103114,,,Y,Y,350.00,2.000,1.000,N,350.00,0.000,,Y,350.00,0.000,,Y
bangle-set-2602210312,2602210312,Bangle set 2602210312,Bangle,<p>Copper 18kGP Zircon</p>,N,,,,,,,380.00,285.00,2026022103121,,,Y,Y,380.00,1.000,1.000,Y,380.00,0.000,1.000,Y,380.00,0.000,,Y
bangle-set-2603150315,2603150315,Bangle set 2603150315,Bangle,Zircon 18KGP,N,,,,,,,280.00,210.00,2026031503158,,,Y,Y,280.00,0.000,1.000,Y,280.00,0.000,1.000,Y,280.00,0.000,,Y
bangle-set-2603160311,2603160311,Bangle set 2603160311,Bangle,Zircon 18KGP,N,,,,,,,320.00,240.00,2026031603117,,,Y,Y,320.00,2.000,1.000,Y,320.00,0.000,1.000,Y,320.00,0.000,,Y
bangle-set-2603160312,2603160312,Bangle set 2603160312,[1] 2603 품절,Zircon 18KGP,N,,,,,,,380.00,285.00,2026031603124,,,Y,Y,380.00,0.000,1.000,Y,380.00,0.000,1.000,Y,380.00,0.000,,Y
bangle-set-2605150312,2605150312,Bangle set 2605150312,Bangle,Copper 18kGP Shell & Zircon,N,,,,,,,280.00,210.00,2026051503121,,,Y,Y,280.00,0.000,1.000,Y,280.00,4.000,1.000,Y,280.00,0.000,,Y
bangle-set-2605150313,2605150313,Bangle set 2605150313,Bangle,Zircon 18kGP,N,,,,,,,280.00,210.00,2026051503138,,,Y,Y,280.00,1.000,1.000,N,280.00,0.000,,Y,280.00,0.000,,Y
bangle-set-2605150314,2605150314,Bangle set 2605150314,Bangle,Zircon 18kGP,N,,,,,,,310.00,232.50,2026051503145,,,Y,Y,310.00,2.000,1.000,N,310.00,0.000,,Y,310.00,0.000,,Y
bangle-set-2605150315,2605150315,Bangle set 2605150315,Bangle,Zircon 18kGP,N,,,,,,,310.00,232.50,2026051503152,,,Y,Y,310.00,1.000,1.000,N,310.00,0.000,,Y,310.00,0.000,,Y
belly-ring-2606150503,2606150503,Belly Ring 2606150503,New 2606,SS 18kGP Zircon,N,,,,,,,100.00,75.00,2026061505030,,,Y,Y,100.00,4.000,1.000,Y,100.00,4.000,1.000,Y,100.00,0.000,,Y
11150506-belly-studs,11150506,Belly Stud 11150506,5 Anklet Etc,<p>SS 18kGP Zircon</p>,Y,,,,,,,110.00,82.50,2024111505061,,,Y,Y,110.00,0.000,1.000,N,110.00,0.000,,Y,110.00,0.000,,Y
11150508-belly-studs,11150508,Belly Stud 11150508,5 Anklet Etc,<p>SS 18kGP Zircon</p>,Y,,,,,,,110.00,82.50,2024111505085,,,Y,Y,110.00,0.000,0.000,N,110.00,0.000,,Y,110.00,0.000,,Y
11150509-belly-studs,11150509,Belly Stud 11150509,5 Anklet Etc,<p>SS 18kGP Zircon</p>,Y,,,,,,,110.00,82.50,2024111505092,,,Y,Y,110.00,1.000,1.000,N,110.00,0.000,1.000,Y,110.00,0.000,,Y
belly-stud-2512050503,2512050503,Belly Stud 2512050503,5 Anklet Etc,<p>SS 18kGP Zircon</p>,Y,,,,,,,95.00,71.25,2025120505035,,,Y,Y,95.00,0.000,1.000,Y,95.00,0.000,1.000,Y,95.00,0.000,,Y
belly-stud-2512050504,2512050504,Belly Stud 2512050504,5 Anklet Etc,<p>SS 18kGP Zircon</p>,Y,,,,,,,95.00,71.25,2025120505042,,,Y,Y,95.00,0.000,1.000,Y,95.00,0.000,1.000,Y,95.00,0.000,,Y
belly-stud-2512050505,2512050505,Belly Stud 2512050505,[1] 2603 품절,<p>SS 18kGP Zircon</p>,Y,,,,,,,95.00,71.25,2025120505059,,,Y,N,95.00,0.000,,Y,95.00,0.000,1.000,Y,95.00,0.000,,Y
belly-stud-2512050506,2512050506,Belly Stud 2512050506,[1] 2603 품절,<p>SS 18kGP Zircon</p>,N,,,,,,,95.00,71.25,2025120505066,,,Y,Y,95.00,0.000,1.000,N,95.00,0.000,,Y,95.00,0.000,,Y
belly-stud-2605150604,2605150604,Belly Stud 2605150604,5 Anklet Etc,SS 18kGP Zircon,N,,,,,,,90.00,67.50,2026051506047,,,Y,Y,90.00,2.000,1.000,Y,90.00,0.000,1.000,Y,90.00,0.000,,Y
belly-stud-2605150605,2605150605,Belly Stud 2605150605,5 Anklet Etc,SS 18kGP Zircon,N,,,,,,,90.00,67.50,2026051506054,,,Y,Y,90.00,2.000,1.000,Y,90.00,2.000,1.000,Y,90.00,0.000,,Y
belly-stud-2605150606,2605150606,Belly Stud 2605150606,5 Anklet Etc,SS 18kGP Zircon,N,,,,,,,90.00,67.50,2026051506061,,,Y,Y,90.00,2.000,1.000,Y,90.00,2.000,1.000,Y,90.00,0.000,,Y
belly-stud-2607150503,2607150503,Belly Stud 2607150503,New,Titanium 18kGP Zircon,N,,,,,,,100.00,75.00,2026071505037,,,Y,Y,100.00,2.000,1.000,Y,100.00,2.000,1.000,Y,100.00,0.000,,Y
bracelet,10002,Bracelet,Etc,,N,,,,,,,variable,0.00,,,,N,Y,variable,,,Y,variable,,,Y,variable,,,Y
bracelet--2605150303,2605150303,Bracelet  2605150303,Bracelet,Brass 18kGP Zircon,N,,,,,,,140.00,105.00,2026051503039,,,Y,Y,140.00,3.000,1.000,Y,140.00,2.000,1.000,Y,140.00,0.000,,Y
bracelet--2605150304,2605150304,Bracelet  2605150304,Bracelet,Brass 18kGP Zircon,N,,,,,,,140.00,105.00,2026051503046,,,Y,Y,140.00,2.000,1.000,Y,140.00,3.000,1.000,Y,140.00,0.000,,Y
bracelet--2605150305,2605150305,Bracelet  2605150305,Bracelet,Brass 18kGP Zircon,N,,,,,,,150.00,112.50,2026051503053,,,Y,Y,150.00,0.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
bracelet--2605150306,2605150306,Bracelet  2605150306,Bracelet,Brass 18kGP Zircon,N,,,,,,,150.00,112.50,2026051503060,,,Y,Y,150.00,0.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
bracelet--2605150307,2605150307,Bracelet  2605150307,Bracelet,Brass 18kGP Zircon,N,,,,,,,170.00,127.50,2026051503077,,,Y,Y,170.00,3.000,1.000,Y,170.00,1.000,1.000,Y,170.00,0.000,,Y
bracelet--2605150308,2605150308,Bracelet  2605150308,Bracelet,Brass 18kGP Zircon,N,,,,,,,180.00,135.00,2026051503084,,,Y,Y,180.00,3.000,1.000,Y,180.00,2.000,1.000,Y,180.00,0.000,,Y
bracelet--2605150309,2605150309,Bracelet  2605150309,Bracelet,SS 18kGP,N,,,,,,,140.00,105.00,2026051503091,,,Y,Y,140.00,2.000,1.000,Y,140.00,0.000,1.000,Y,140.00,0.000,,Y
bracelet--2605150310,2605150310,Bracelet  2605150310,Bracelet,SS 18kGP FW Pearl,N,,,,,,,280.00,210.00,2026051503107,,,Y,Y,280.00,2.000,1.000,Y,280.00,1.000,1.000,Y,280.00,0.000,,Y
bracelet--2605160301,2605160301,Bracelet  2605160301,Bracelet,SS 18kGP Zircon,N,,,,,,,230.00,172.50,2026051603012,,,Y,Y,230.00,2.000,1.000,N,230.00,0.000,,Y,230.00,0.000,,Y
bracelet--2605160302,2605160302,Bracelet  2605160302,Bracelet,SS 18kGP Zircon,N,,,,,,,240.00,180.00,2026051603029,,,Y,Y,240.00,0.000,1.000,Y,240.00,0.000,1.000,Y,240.00,0.000,,Y
bracelet--2605160306,2605160306,Bracelet  2605160306,Bracelet,SS,N,,,,,,,130.00,97.50,2026051603067,,,Y,N,130.00,0.000,,Y,130.00,4.000,1.000,Y,130.00,0.000,,Y
bracelet--2605160307,2605160307,Bracelet  2605160307,Bracelet,SS,N,,,,,,,140.00,105.00,2026051603074,,,Y,N,140.00,0.000,,Y,140.00,4.000,1.000,Y,140.00,0.000,,Y
113047-bracelet,10103047,Bracelet 01010304,3 Bracelet Bangle,<p>Silver925 FW Pearl</p>,Y,,,,,,,235.00,117.50,2024010103047,,,Y,Y,235.00,0.000,1.000,Y,235.00,0.000,,Y,235.00,0.000,,Y
01050310-bracelet,01050310,Bracelet 01050310,3 Bracelet Bangle,<p>Titanium 18kGP Natural Stone</p>,Y,,,,,,,180.00,135.00,2025010503103,,,Y,Y,180.00,1.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
bracelet-02050301,02050301,Bracelet 02050301,[1] 2603 품절,<p>Silver925 18kGP BlueGate</p>,Y,,,,,,,220.00,165.00,2025020503018,,,Y,N,220.00,0.000,,Y,220.00,0.000,1.000,N,220.00,0.000,,Y
bracelet-02050302,02050302,Bracelet 02050302,3 Bracelet Bangle,<p>Silvet925 18KGP PinkGate</p>,Y,,,,,,,220.00,165.00,2025020503025,,,Y,Y,220.00,0.000,1.000,Y,220.00,1.000,1.000,N,220.00,0.000,,Y
04200301-bracelet,04200301,Bracelet 04200301,3 Bracelet Bangle,<p>Brass 18kGP Zircon</p>,Y,,,,,,,190.00,95.00,2024042003018,,,Y,Y,190.00,2.000,1.000,Y,190.00,0.000,,Y,190.00,0.000,,Y
453057-bracelet-2,42403057,Bracelet 04240305,3 Bracelet Bangle,<p>Brass 18KGP FW Pearl</p>,Y,,,,,,,200.00,100.00,2023042403057,,,Y,Y,200.00,1.000,1.000,Y,200.00,0.000,,Y,200.00,0.000,,Y
05110304-bracelet,05110304,Bracelet 05110304,3 Bracelet Bangle,<p>SS 18kGP</p>,Y,,,,,,,180.00,135.00,2024051103044,,,Y,Y,180.00,4.000,1.000,Y,180.00,-1.000,,Y,180.00,0.000,,Y
543047-bracelet-2,52403047,Bracelet 05240304,3 Bracelet Bangle,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,170.00,85.00,2023052403047,,,Y,Y,170.00,1.000,1.000,Y,170.00,1.000,1.000,Y,170.00,0.000,,Y
06050302-bracelet,06050302,Bracelet 06050302,3 Bracelet Bangle,<p>Titanium Natural Stone</p>,Y,,,,,,,180.00,135.00,2024060503026,,,Y,N,180.00,0.000,,Y,180.00,1.000,1.000,N,180.00,0.000,,Y
07060301-bracelet,07060301,Bracelet 07060301,[1] 2603 품절,<p>SS 18kGP</p>,Y,,,,,,,100.00,75.00,2024070603013,,,Y,N,100.00,0.000,,N,100.00,0.000,,Y,100.00,0.000,0.000,Y
07060305-bracelet,07060305,Bracelet 07060305,3 Bracelet Bangle,<p>SS 18kGP</p>,Y,,,,,,,120.00,90.00,2024070603051,,,Y,Y,120.00,3.000,1.000,N,120.00,0.000,,Y,120.00,0.000,,Y
07060308-bracelet,07060308,Bracelet 07060308,3 Bracelet Bangle,<p>SS 18kGP</p>,Y,,,,,,,150.00,112.50,2024070603082,,,Y,Y,150.00,3.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
07100302-bracelet,07100302,Bracelet 07100302,3 Bracelet Bangle,<p>Titanium 18kGP</p>,Y,,,,,,,140.00,105.00,2024071003027,,,Y,Y,140.00,1.000,1.000,N,140.00,0.000,,Y,140.00,0.000,,Y
723026-bracelet,72103026,Bracelet 07210302,3 Bracelet Bangle,<p>Silver925 FW Pearl</p>,Y,,,,,,,360.00,180.00,2023072103026,,,Y,N,360.00,0.000,,Y,360.00,0.000,1.000,N,360.00,0.000,,Y
723040-bracelet,72103040,Bracelet 07210304,3 Bracelet Bangle,<p>Silver925 18kGP FW Pearl</p>,Y,,,,,,,300.00,150.00,2023072103040,,,Y,Y,300.00,2.000,1.000,Y,300.00,1.000,1.000,Y,300.00,0.000,,Y
743080-bracelet,72703080,Bracelet 07270308,3 Bracelet Bangle,<p>Silver925 18kGP Opal</p>,Y,,,,,,,180.00,90.00,2023072703080,,,Y,Y,180.00,3.000,1.000,Y,180.00,0.000,1.000,Y,180.00,0.000,,Y
08010302-bracelet,08010302,Bracelet 08010302,3 Bracelet Bangle,<p>Silver925 18KGP National Stone</p>,Y,,,,,,,340.00,255.00,2024080103022,,,Y,N,340.00,0.000,,Y,340.00,3.000,1.000,N,340.00,0.000,,Y
08010303-bracelet,08010303,Bracelet 08010303,3 Bracelet Bangle,<p>Silver925 18KGP National Stone</p>,Y,,,,,,,340.00,255.00,2024080103039,,,Y,N,340.00,0.000,,Y,340.00,0.000,1.000,N,340.00,0.000,,Y
08150304-bracelet,08150304,Bracelet 08150304,3 Bracelet Bangle,<p>SS 18kGP Beads</p>,Y,,,,,,,160.00,120.00,2024081503043,,,Y,N,160.00,0.000,,Y,160.00,1.000,1.000,N,160.00,0.000,,Y
08160301-bracelet,08160301,Bracelet 08160301,3 Bracelet Bangle,<p>Brass 18kGP Natural Stone</p>,Y,,,,,,,230.00,172.50,2024081603019,,,Y,Y,230.00,1.000,1.000,N,230.00,0.000,,Y,230.00,0.000,,Y
08160302-bracelet,08160302,Bracelet 08160302,3 Bracelet Bangle,<p>Brass 18kGP Natural Stone</p>,Y,,,,,,,260.00,195.00,2024081603026,,,Y,Y,260.00,0.000,1.000,Y,260.00,3.000,1.000,Y,260.00,0.000,,Y
09050301-bracelet,09050301,Bracelet 09050301,[1] 2603 품절,<p>FW Pearl 18kGP</p>,Y,,,,,,,400.00,300.00,2024090503010,,,Y,Y,400.00,0.000,1.000,N,400.00,0.000,,Y,400.00,0.000,,Y
913048-bracelet,90703048,Bracelet 09070304,3 Bracelet Bangle,<p>SS 18kGP Turquoise</p>,Y,,,,,,,125.00,62.50,2023090703048,,,Y,Y,125.00,0.000,1.000,Y,125.00,0.000,,Y,125.00,0.000,,Y
09160302-bracelet,09160302,Bracelet 09160302,3 Bracelet Bangle,<p>SS 18kGP</p>,Y,,,,,,,160.00,120.00,2024091603023,,,Y,Y,160.00,2.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
09160308-bracelet,09160308,Bracelet 09160308,3 Bracelet Bangle,<p>Titanium 18kGP</p>,Y,,,,,,,180.00,135.00,2024091603085,,,Y,Y,180.00,1.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
933094-bracelet,92603094,Bracelet 09260309,3 Bracelet Bangle,<p>Titanium 18kGP</p>,Y,,,,,,,140.00,70.00,2023092603094,,,Y,Y,140.00,2.000,1.000,Y,140.00,0.000,,Y,140.00,0.000,,Y
10050310-bracelet,10050310,Bracelet 10050310,3 Bracelet Bangle,<p>Titanium 18kGP</p>,Y,,,,,,,180.00,135.00,2024100503108,,,Y,Y,180.00,3.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
10050311-bracelet,10050311,Bracelet 10050311,3 Bracelet Bangle,<p>Titanium 18kGP FW Pearl</p>,Y,,,,,,,230.00,172.50,2024100503115,,,Y,Y,230.00,2.000,1.000,N,230.00,0.000,,Y,230.00,0.000,,Y
